NMB0001	AE004969.1	97.561	492	12	0	1	492	1904456	1904947	0.0	843
NMB0002	AE004969.1	94.458	397	20	2	1	396	1904057	1904452	1.33e-175	610
NMB0003	AE004969.1	91.911	1397	109	4	1	1395	1902642	1904036	0.0	1951
NMB0004	AE004969.1	97.764	626	14	0	1	626	1901870	1902495	0.0	1079
NMB0005	AE004969.1	98.023	354	7	0	1	354	1901520	1901873	2.55e-177	616
NMB0006	AE004969.1	94.203	483	28	0	1	483	1901396	1900914	0.0	737
NMB0007	AE004969.1	96.774	651	21	0	1	651	1900720	1900070	0.0	1086
NMB0008	AE004969.1	94.886	919	45	2	1	918	1900073	1899156	0.0	1435
NMB0009	AE004969.1	95.582	249	11	0	1	249	1899063	1898815	1.91e-112	399
NMB0010	AE004969.1	93.341	856	57	0	1	856	1897570	1898425	0.0	1266
NMB0010	AE004969.1	96.597	382	12	1	832	1212	1898368	1898749	0.0	632
NMB0011	AE004969.1	96.093	1254	49	0	1	1254	1896236	1897489	0.0	2045
NMB0012	AE004969.1	96.193	972	36	1	1	972	1894897	1895867	0.0	1589
NMB0013	AE004969.1	96.667	450	15	0	1	450	1894415	1894864	0.0	749
NMB0014	AE004969.1	96.855	1272	40	0	1	1272	1893103	1894374	0.0	2128
NMB0015	AE004969.1	94.341	1449	82	0	1	1449	1891592	1893040	0.0	2222
NMB0017	AE004969.1	95.455	924	42	0	1	924	2040288	2039365	0.0	1474
NMB0018	AE004969.1	86.720	497	47	11	1	494	2038021	2037541	1.08e-152	534
NMB0018	AE004969.1	86.835	395	43	4	106	494	2046262	2045871	4.06e-122	433
NMB0018	AE004969.1	86.035	401	41	8	106	494	1480693	1481090	4.08e-117	416
NMB0018	AE004969.1	86.737	377	34	10	123	494	2043523	2043158	8.84e-114	405
NMB0018	AE004969.1	86.022	372	46	2	123	494	2039221	2038856	1.91e-110	394
NMB0018	AE004969.1	88.746	311	33	2	106	415	2015018	2014709	5.36e-106	379
NMB0018	AE004969.1	85.714	350	37	8	151	494	2014599	2014257	2.51e-99	357
NMB0018	AE004969.1	84.392	378	44	5	123	494	2015869	2015501	2.51e-99	357
NMB0018	AE004969.1	84.182	373	54	4	123	494	2042027	2041659	2.51e-99	357
NMB0018	AE004969.1	85.879	347	32	10	149	494	2014203	2013873	3.25e-98	353
NMB0018	AE004969.1	84.789	355	41	9	149	494	2016671	2016321	1.95e-95	344
NMB0018	AE004969.1	84.900	351	35	8	149	494	2045129	2044792	9.10e-94	339
NMB0018	AE004969.1	88.298	282	28	5	149	426	2044738	2044458	4.23e-92	333
NMB0018	AE004969.1	84.286	350	43	7	152	494	2043155	2042811	1.52e-91	331
NMB0018	AE004969.1	83.954	349	45	7	152	494	2045868	2045525	2.55e-89	324
NMB0018	AE004969.1	84.132	334	38	8	170	494	2017052	2016725	7.13e-85	309
NMB0018	AE004969.1	88.492	252	24	4	152	400	2042808	2042559	4.29e-82	300
NMB0018	AE004969.1	83.041	342	38	8	154	494	2041203	2040881	7.18e-80	292
NMB0018	AE004969.1	82.906	351	35	14	149	494	2041605	2041275	7.18e-80	292
NMB0018	AE004969.1	81.356	354	41	13	149	494	2044356	2044020	1.57e-71	265
NMB0018	AE004969.1	92.000	75	6	0	120	194	2038720	2038646	1.00e-23	106
NMB0018	AE004969.1	88.136	59	4	2	439	497	2038516	2038461	4.74e-12	67.6
NMB0018	AE004969.1	100.000	32	0	0	464	495	2014675	2014644	7.93e-10	60.2
NMB0018	AE004969.1	100.000	29	0	0	466	494	2042511	2042483	3.69e-08	54.7
NMB0018	AE004969.1	100.000	29	0	0	466	494	2044439	2044411	3.69e-08	54.7
NMB0019	AE004969.1	86.098	410	44	7	14	411	2016671	2016263	4.16e-121	429
NMB0019	AE004969.1	87.173	382	33	8	33	411	2042793	2042425	2.50e-118	420
NMB0019	AE004969.1	87.466	367	36	6	1	362	2043510	2043149	1.16e-116	414
NMB0019	AE004969.1	86.842	380	34	11	16	385	2014599	2014226	1.51e-115	411
NMB0019	AE004969.1	85.942	377	40	9	14	385	2045129	2044761	1.96e-109	390
NMB0019	AE004969.1	86.072	359	44	4	1	356	2039208	2038853	1.18e-106	381
NMB0019	AE004969.1	85.445	371	45	4	1	362	2046232	2045862	1.53e-105	377
NMB0019	AE004969.1	85.340	382	35	12	1	364	1480723	1481101	5.50e-105	375
NMB0019	AE004969.1	85.912	362	40	7	33	385	2045853	2045494	5.50e-105	375
NMB0019	AE004969.1	86.364	352	37	6	14	364	2014203	2013862	1.98e-104	374
NMB0019	AE004969.1	85.876	354	39	6	1	353	2014988	2014645	3.31e-102	366
NMB0019	AE004969.1	85.278	360	44	4	1	354	2015856	2015500	4.28e-101	363
NMB0019	AE004969.1	84.718	373	43	7	14	385	2044738	2044379	1.54e-100	361
NMB0019	AE004969.1	84.848	363	39	8	35	385	2017052	2016694	9.26e-98	351
NMB0019	AE004969.1	84.680	359	42	7	1	356	2037886	2037538	4.31e-96	346
NMB0019	AE004969.1	84.706	340	41	6	33	362	2043140	2042802	4.34e-91	329
NMB0019	AE004969.1	82.188	393	56	7	1	385	2042014	2041628	5.61e-90	326
NMB0019	AE004969.1	83.989	356	38	12	14	364	2041605	2041264	2.02e-89	324
NMB0019	AE004969.1	84.706	340	32	10	19	354	2041203	2040880	7.26e-89	322
NMB0019	AE004969.1	83.146	356	47	8	14	364	2044356	2044009	4.37e-86	313
NMB0019	AE004969.1	90.588	85	8	0	301	385	2038516	2038432	4.76e-26	113
NMB0020	AE004969.1	89.124	331	27	4	14	344	2014203	2013882	2.29e-113	403
NMB0020	AE004969.1	86.667	345	35	6	1	344	2014988	2014654	6.45e-104	372
NMB0020	AE004969.1	86.726	339	30	8	16	344	2014599	2014266	3.88e-101	363
NMB0020	AE004969.1	85.269	353	37	7	1	344	2015856	2015510	3.02e-97	350
NMB0020	AE004969.1	85.303	347	38	7	1	344	2037886	2037550	3.91e-96	346
NMB0020	AE004969.1	84.680	359	40	10	1	344	1480723	1481081	1.41e-95	344
NMB0020	AE004969.1	85.417	336	37	7	14	344	2045129	2044801	6.54e-94	339
NMB0020	AE004969.1	84.680	359	34	13	1	344	2046232	2045880	6.54e-94	339
NMB0020	AE004969.1	84.330	351	41	8	1	344	2039208	2038865	1.10e-91	331
NMB0020	AE004969.1	85.119	336	31	11	14	344	2041605	2041284	5.09e-90	326
NMB0020	AE004969.1	84.911	338	34	8	14	344	2044356	2044029	5.09e-90	326
NMB0020	AE004969.1	85.313	320	36	9	35	344	2017052	2016734	2.37e-88	320
NMB0020	AE004969.1	85.106	329	31	8	19	344	2041203	2040890	2.37e-88	320
NMB0020	AE004969.1	83.183	333	40	9	14	344	2044738	2044420	1.86e-79	291
NMB0020	AE004969.1	83.283	329	37	11	29	344	2045857	2045534	2.40e-78	287
NMB0020	AE004969.1	83.183	333	31	17	29	344	2043144	2042820	1.12e-76	281
NMB0020	AE004969.1	83.178	321	34	14	29	344	2042797	2042492	5.20e-75	276
NMB0021	AE004969.1	86.402	353	39	4	1	344	2046232	2045880	1.39e-105	377
NMB0021	AE004969.1	86.325	351	34	8	1	344	2043510	2043167	2.32e-103	370
NMB0021	AE004969.1	86.905	336	32	6	14	344	2045129	2044801	3.00e-102	366
NMB0021	AE004969.1	86.136	339	32	9	16	344	2014599	2014266	8.41e-98	351
NMB0021	AE004969.1	86.145	332	35	6	14	344	2014203	2013882	1.09e-96	348
NMB0021	AE004969.1	84.857	350	44	6	1	344	2015856	2015510	1.41e-95	344
NMB0021	AE004969.1	84.726	347	47	3	1	344	2039208	2038865	5.06e-95	342
NMB0021	AE004969.1	85.014	347	37	8	1	344	2014988	2014654	6.54e-94	339
NMB0021	AE004969.1	84.682	346	42	5	1	344	2037886	2037550	8.47e-93	335
NMB0021	AE004969.1	84.795	342	41	5	14	344	2016671	2016330	3.04e-92	333
NMB0021	AE004969.1	88.603	272	31	0	14	285	2044738	2044467	1.10e-91	331
NMB0021	AE004969.1	83.844	359	43	8	1	344	1480723	1481081	1.42e-90	327
NMB0021	AE004969.1	84.524	336	43	7	17	344	2045868	2045534	1.83e-89	324
NMB0021	AE004969.1	84.776	335	34	10	14	344	2041605	2041284	2.37e-88	320
NMB0021	AE004969.1	84.195	329	34	11	19	344	2041203	2040890	2.39e-83	303
NMB0021	AE004969.1	86.667	270	34	2	1	269	2042014	2041746	1.11e-81	298
NMB0021	AE004969.1	83.136	338	45	7	17	344	2043155	2042820	1.11e-81	298
NMB0021	AE004969.1	88.048	251	27	2	17	265	2042808	2042559	1.44e-80	294
NMB0021	AE004969.1	83.386	319	44	5	35	344	2017052	2016734	2.40e-78	287
NMB0021	AE004969.1	81.657	338	45	8	14	344	2044356	2044029	1.13e-71	265
NMB0022	AE004969.1	88.077	260	19	6	22	269	2014540	2014281	1.00e-81	298
NMB0022	AE004969.1	88.789	223	25	0	22	244	2041146	2040924	1.69e-74	274
NMB0022	AE004969.1	87.395	238	26	4	22	257	2017011	2016776	2.18e-73	270
NMB0022	AE004969.1	86.220	254	29	4	22	269	2043435	2043182	2.18e-73	270
NMB0022	AE004969.1	91.282	195	17	0	22	216	2041939	2041745	2.82e-72	267
NMB0022	AE004969.1	88.106	227	21	5	46	269	2045039	2044816	1.02e-71	265
NMB0022	AE004969.1	89.151	212	18	3	22	232	2014141	2013934	4.72e-70	259
NMB0022	AE004969.1	89.372	207	19	3	22	225	2015781	2015575	1.70e-69	257
NMB0022	AE004969.1	89.604	202	15	6	41	241	2041520	2041324	7.90e-68	252
NMB0022	AE004969.1	88.152	211	22	1	22	229	2046157	2045947	1.02e-66	248
NMB0022	AE004969.1	86.449	214	26	3	22	232	2044294	2044081	1.03e-61	231
NMB0022	AE004969.1	87.500	200	23	2	22	219	2042750	2042551	3.70e-61	230
NMB0022	AE004969.1	85.845	219	24	6	22	238	2014913	2014700	4.79e-60	226
NMB0022	AE004969.1	85.388	219	29	3	22	237	2039133	2038915	1.72e-59	224
NMB0022	AE004969.1	85.922	206	27	2	22	225	2045810	2045605	8.02e-58	219
NMB0022	AE004969.1	83.333	246	27	9	22	257	1480798	1481039	1.04e-56	215
NMB0022	AE004969.1	85.377	212	26	3	22	229	2043097	2042887	1.04e-56	215
NMB0022	AE004969.1	84.186	215	25	5	22	232	2037811	2037602	2.90e-52	200
